question,options,answer,answer_idx,source,correctness,run_0_response_json,run_0_response_idx,run_0_response,run_0_options,run_1_response_json,run_1_response_idx,run_1_response,run_1_options,run_2_response_json,run_2_response_idx,run_2_response,run_2_options,run_3_response_json,run_3_response_idx,run_3_response,run_3_options,response_set,consistency,is_certain
Where could you find a fortune?,"['real estate', 'park', 'imagination', 'treasure chest']",treasure chest,0,csqa,0.25,"{'proba': [0.1, 0.4, 0.3, 0.2], 'response_idx': 1}",1,imagination,"['real estate', 'park', 'imagination', 'treasure chest']","{'proba': [0.4, 0.1, 0.4, 0.1], 'response_idx': 0}",0,treasure chest,"['real estate', 'park', 'imagination', 'treasure chest']","{'proba': [0.1, 0.4, 0.1, 0.4], 'response_idx': 1}",1,imagination,"['real estate', 'park', 'imagination', 'treasure chest']","{'proba': [0.1, 0.1, 0.4, 0.4], 'response_idx': 2}",2,imagination,"['real estate', 'park', 'imagination', 'treasure chest']","{'imagination', 'treasure chest'}",0.75,False
Where are plants likely to be handled by a city employee?,"['garden', 'office', 'park', 'windowsill']",park,0,csqa,0.25,"{'proba': [0.1, 0.4, 0.4, 0.1], 'response_idx': 1}",1,park,"['garden', 'office', 'park', 'windowsill']","{'proba': [0.1, 0.5, 0.3, 0.1], 'response_idx': 1}",1,garden,"['garden', 'office', 'park', 'windowsill']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,garden,"['garden', 'office', 'park', 'windowsill']","{'proba': [0.6, 0.1, 0.2, 0.1], 'response_idx': 0}",0,garden,"['garden', 'office', 'park', 'windowsill']","{'garden', 'park'}",0.75,False
An astronomer is studying two stars that are the same distance from Earth. Star X appears brighter than star Y. Which statement best explains this observation?,"['Star X reflects the Sun’s light better than star Y.', 'Star Y reflects the Sun’s light better than star X.', 'Star Y is larger than star X.', 'Star X is larger than star Y.']",Star X is larger than star Y.,0,arc,0.75,"{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,Star X is larger than star Y.,"['Star X reflects the Sun’s light better than star Y.', 'Star Y reflects the Sun’s light better than star X.', 'Star Y is larger than star X.', 'Star X is larger than star Y.']","{'proba': [0.1, 0.4, 0.1, 0.4], 'response_idx': 1}",1,Star Y is larger than star X.,"['Star X reflects the Sun’s light better than star Y.', 'Star Y reflects the Sun’s light better than star X.', 'Star Y is larger than star X.', 'Star X is larger than star Y.']","{'proba': [0.1, 0.2, 0.4, 0.3], 'response_idx': 2}",2,Star X is larger than star Y.,"['Star X reflects the Sun’s light better than star Y.', 'Star Y reflects the Sun’s light better than star X.', 'Star Y is larger than star X.', 'Star X is larger than star Y.']","{'proba': [0.1, 0.1, 0.2, 0.6], 'response_idx': 3}",3,Star X is larger than star Y.,"['Star X reflects the Sun’s light better than star Y.', 'Star Y reflects the Sun’s light better than star X.', 'Star Y is larger than star X.', 'Star X is larger than star Y.']","{'Star Y is larger than star X.', 'Star X is larger than star Y.'}",0.75,False
Who directed Back To The Future?,"['to walk clouds', 'bob zemeckis', 'robert zemeckis', 'robert zemekis']",robert zemeckis,0,trivia,0.75,"{'proba': [0.8, 0.0, 0.1, 0.1], 'response_idx': 0}",0,robert zemeckis,"['to walk clouds', 'bob zemeckis', 'robert zemeckis', 'robert zemekis']","{'proba': [0.8, 0.1, 0.1, 0.0], 'response_idx': 0}",0,bob zemeckis,"['to walk clouds', 'bob zemeckis', 'robert zemeckis', 'robert zemekis']","{'proba': [0.8, 0.0, 0.1, 0.1], 'response_idx': 0}",0,robert zemeckis,"['to walk clouds', 'bob zemeckis', 'robert zemeckis', 'robert zemekis']","{'proba': [0.0, 0.4, 0.6, 0.0], 'response_idx': 2}",2,robert zemeckis,"['to walk clouds', 'bob zemeckis', 'robert zemeckis', 'robert zemekis']","{'robert zemeckis', 'bob zemeckis'}",0.75,False
Kirk Douglas supplemented his acting earnings in his early years as what type of professional sportsman?,"['wrestler', 'wrassle', 'wrestling is awesome', 'jell o wrestling']",wrestler,0,trivia,1.0,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,wrestler,"['wrestler', 'wrassle', 'wrestling is awesome', 'jell o wrestling']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,wrestler,"['wrestler', 'wrassle', 'wrestling is awesome', 'jell o wrestling']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,wrestler,"['wrestler', 'wrassle', 'wrestling is awesome', 'jell o wrestling']","{'proba': [0.7, 0.1, 0.1, 0.1], 'response_idx': 0}",0,wrestler,"['wrestler', 'wrassle', 'wrestling is awesome', 'jell o wrestling']",{'wrestler'},1.0,True
The people changed their plans after watching the morning news.  What were they going to do?,"['go hiking', 'make babies', 'pay bills', 'drink coffee']",go hiking,0,csqa,0.25,"{'proba': [0.1, 0.05, 0.25, 0.6], 'response_idx': 3}",3,go hiking,"['go hiking', 'make babies', 'pay bills', 'drink coffee']","{'proba': [0.1, 0.2, 0.3, 0.4], 'response_idx': 3}",3,drink coffee,"['go hiking', 'make babies', 'pay bills', 'drink coffee']","{'proba': [0.1, 0.2, 0.3, 0.4], 'response_idx': 3}",3,pay bills,"['go hiking', 'make babies', 'pay bills', 'drink coffee']","{'proba': [0.1, 0.1, 0.3, 0.5], 'response_idx': 3}",3,drink coffee,"['go hiking', 'make babies', 'pay bills', 'drink coffee']","{'pay bills', 'go hiking', 'drink coffee'}",0.5,False
Paul observes four different samples of water. He records the temperature and volume of each sample. Which of his samples contains the greatest amount of thermal energy?,"['5 liters of 10°C water', '100 mL of 25°C water', '5 liters of 25°C water', '100 mL of 10°C water']",5 liters of 25°C water,0,arc,1.0,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,5 liters of 25°C water,"['5 liters of 10°C water', '100 mL of 25°C water', '5 liters of 25°C water', '100 mL of 10°C water']","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,5 liters of 25°C water,"['5 liters of 10°C water', '100 mL of 25°C water', '5 liters of 25°C water', '100 mL of 10°C water']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,5 liters of 25°C water,"['5 liters of 10°C water', '100 mL of 25°C water', '5 liters of 25°C water', '100 mL of 10°C water']","{'proba': [0.1, 0.2, 0.7, 0.0], 'response_idx': 2}",2,5 liters of 25°C water,"['5 liters of 10°C water', '100 mL of 25°C water', '5 liters of 25°C water', '100 mL of 10°C water']",{'5 liters of 25°C water'},1.0,True
Which country does the airline Gronlandsfly come from?,"['kallaallit nunaat', 'greenland', 'greenlanders', 'island of greenland']",greenland,0,trivia,1.0,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,greenland,"['kallaallit nunaat', 'greenland', 'greenlanders', 'island of greenland']","{'proba': [0.6, 0.1, 0.1, 0.2], 'response_idx': 0}",0,greenland,"['kallaallit nunaat', 'greenland', 'greenlanders', 'island of greenland']","{'proba': [0.1, 0.3, 0.2, 0.4], 'response_idx': 3}",3,greenland,"['kallaallit nunaat', 'greenland', 'greenlanders', 'island of greenland']","{'proba': [0.1, 0.4, 0.1, 0.4], 'response_idx': 1}",1,greenland,"['kallaallit nunaat', 'greenland', 'greenlanders', 'island of greenland']",{'greenland'},1.0,True
Who became chief designer at Givenchy in 1996?,"['lee alexander mcqueen cbe', 'alexander mcqueen', 'alexander mc queen', 'alexander mcqueen designer']",alexander mcqueen,0,trivia,0.75,"{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,alexander mcqueen,"['lee alexander mcqueen cbe', 'alexander mcqueen', 'alexander mc queen', 'alexander mcqueen designer']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,lee alexander mcqueen cbe,"['lee alexander mcqueen cbe', 'alexander mcqueen', 'alexander mc queen', 'alexander mcqueen designer']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,alexander mcqueen,"['lee alexander mcqueen cbe', 'alexander mcqueen', 'alexander mc queen', 'alexander mcqueen designer']","{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,alexander mcqueen,"['lee alexander mcqueen cbe', 'alexander mcqueen', 'alexander mc queen', 'alexander mcqueen designer']","{'lee alexander mcqueen cbe', 'alexander mcqueen'}",0.75,False
What has stopped if your spouse abandon you?,"['unite', 'engage', 'acquire', 'gain']",unite,0,csqa,0.25,"{'proba': [0.1, 0.2, 0.4, 0.3], 'response_idx': 2}",2,unite,"['unite', 'engage', 'acquire', 'gain']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,engage,"['unite', 'engage', 'acquire', 'gain']","{'proba': [0.1, 0.1, 0.1, 0.1], 'response_idx': 0}",0,engage,"['unite', 'engage', 'acquire', 'gain']","{'proba': [0.1, 0.2, 0.4, 0.3], 'response_idx': 2}",2,acquire,"['unite', 'engage', 'acquire', 'gain']","{'engage', 'unite', 'acquire'}",0.5,False
A student mixed salt and sugar. Which statement describes the physical properties of salt and sugar after they were mixed?,"['The salt and sugar formed a new material.', 'The sugar and the salt were unchanged.', 'The sugar dissolved the salt.', 'The salt and sugar changed color.']",The sugar and the salt were unchanged.,0,arc,1.0,"{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,The sugar and the salt were unchanged.,"['The salt and sugar formed a new material.', 'The sugar and the salt were unchanged.', 'The sugar dissolved the salt.', 'The salt and sugar changed color.']","{'proba': [0.1, 0.1, 0.7, 0.1], 'response_idx': 2}",2,The sugar and the salt were unchanged.,"['The salt and sugar formed a new material.', 'The sugar and the salt were unchanged.', 'The sugar dissolved the salt.', 'The salt and sugar changed color.']","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,The sugar and the salt were unchanged.,"['The salt and sugar formed a new material.', 'The sugar and the salt were unchanged.', 'The sugar dissolved the salt.', 'The salt and sugar changed color.']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,The sugar and the salt were unchanged.,"['The salt and sugar formed a new material.', 'The sugar and the salt were unchanged.', 'The sugar dissolved the salt.', 'The salt and sugar changed color.']",{'The sugar and the salt were unchanged.'},1.0,True
In which way are rainforests and coral reefs different from ecosystems with few species?,"['There are more prey than predators.', 'Plant populations are the primary producers.', 'Organisms often must compete for food.', 'The food web is more stable and lasting.']",The food web is more stable and lasting.,0,arc,1.0,"{'proba': [0.1, 0.7, 0.1, 0.1], 'response_idx': 1}",1,The food web is more stable and lasting.,"['There are more prey than predators.', 'Plant populations are the primary producers.', 'Organisms often must compete for food.', 'The food web is more stable and lasting.']","{'proba': [0.1, 0.1, 0.6, 0.2], 'response_idx': 2}",2,The food web is more stable and lasting.,"['There are more prey than predators.', 'Plant populations are the primary producers.', 'Organisms often must compete for food.', 'The food web is more stable and lasting.']","{'proba': [0.1, 0.2, 0.5, 0.2], 'response_idx': 2}",2,The food web is more stable and lasting.,"['There are more prey than predators.', 'Plant populations are the primary producers.', 'Organisms often must compete for food.', 'The food web is more stable and lasting.']","{'proba': [0.1, 0.3, 0.2, 0.4], 'response_idx': 3}",3,The food web is more stable and lasting.,"['There are more prey than predators.', 'Plant populations are the primary producers.', 'Organisms often must compete for food.', 'The food web is more stable and lasting.']",{'The food web is more stable and lasting.'},1.0,True
Sea stars are consumers that live in a tide pool ecosystem that is alternately submerged and exposed by tides. This type of ecosystem contains poisonous anemones and many species of shellfish. The sea star's advantage in this ecosystem is that it can,"['survive the pressurized atmosphere of deep water.', 'move quickly along the sea bottom.', 'produce a tiny light.', 'pry open shells.']",pry open shells.,0,arc,1.0,"{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,pry open shells.,"['survive the pressurized atmosphere of deep water.', 'move quickly along the sea bottom.', 'produce a tiny light.', 'pry open shells.']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,pry open shells.,"['survive the pressurized atmosphere of deep water.', 'move quickly along the sea bottom.', 'produce a tiny light.', 'pry open shells.']","{'proba': [0.1, 0.1, 0.1, 0.7], 'response_idx': 3}",3,pry open shells.,"['survive the pressurized atmosphere of deep water.', 'move quickly along the sea bottom.', 'produce a tiny light.', 'pry open shells.']","{'proba': [0.1, 0.2, 0.1, 0.6], 'response_idx': 3}",3,pry open shells.,"['survive the pressurized atmosphere of deep water.', 'move quickly along the sea bottom.', 'produce a tiny light.', 'pry open shells.']",{'pry open shells.'},1.0,True
"Michael Jordon is the greatest basketball player so far. Once he was making a television advertisement. All Michael needed to do in the advertisement was to miss a shot. For Michael, this was difficult. He always succeeded whenever he was throwing the ball. Every time he threw a basketball, it went in. Every time he tried to miss a shot, he failed. In total, it took him over 20 times before he missed a shot.
For Michael, success is a strong habit. He had formed a habit which was so strong that it took him a lot of time to break it and ""fail"". Just like drinking, smoking and collecting things, success is also a habit. Like all habits, once it is _ , it is difficult to break. Many people think that success is difficult to maintain . They feel that it will be hard work and will need too much action and focus. The truth is that it is simply a habit, and as easy to keep as any other habit.
Spend some time making success a habit in your life. Once you have developed it, it is not something you will want to change again. Then, the only thing you will fail is failing.

In the author's opinion,  _  .","['success needs much action and focus', 'success is a habit that is easy to keep', 'success is hard to keep', 'success is hard work']",success is a habit that is easy to keep,0,race,1.0,"{'proba': [0.1, 0.1, 0.8, 0.0], 'response_idx': 2}",2,success is a habit that is easy to keep,"['success needs much action and focus', 'success is a habit that is easy to keep', 'success is hard to keep', 'success is hard work']","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,success is a habit that is easy to keep,"['success needs much action and focus', 'success is a habit that is easy to keep', 'success is hard to keep', 'success is hard work']","{'proba': [0.8, 0.1, 0.05, 0.05], 'response_idx': 0}",0,success is a habit that is easy to keep,"['success needs much action and focus', 'success is a habit that is easy to keep', 'success is hard to keep', 'success is hard work']","{'proba': [0.1, 0.8, 0.05, 0.05], 'response_idx': 1}",1,success is a habit that is easy to keep,"['success needs much action and focus', 'success is a habit that is easy to keep', 'success is hard to keep', 'success is hard work']",{'success is a habit that is easy to keep'},1.0,True
