question,options,answer,answer_idx,source
Rolando wants to see at what temperature various liquids boil. He boils tap water and records the temperature. He then boils tap water with milk added and tap water with sugar added. What is the purpose of boiling plain tap water first?,"['to provide a standard by which to compare the results', 'to include a factor to manipulate', 'to have a possible explanation to a problem', 'to change one variable while observing the others']",to provide a standard by which to compare the results,0,arc
Annette is using many tools to build a doghouse. For which of the following would Annette most likely use a tape measure while building the doghouse?,"['determining where to cut the wood into pieces', 'deciding which type of wood to use', 'removing extra nails from the wood', 'attaching different pieces of wood together']",determining where to cut the wood into pieces,0,arc
"In pea plants, tall is dominant over short. What size pea plants would result when two short plants are crossed?","['short plants only', 'short and tall plants', 'tall plants only', 'middle-sized plants']",short plants only,0,arc
Which musical featured the song Tonight?,"['west side story', 'west side story 2008', 'west side story musical', 'gee officer krupke']",west side story,0,trivia
A Fistfull of Dollars was filmed on location in which country?,"['italy', 'etymology of italy', 'italija', 'republic of italy']",italy,0,trivia
Who was known as the Manassa Mauler?,"['jack dempsey', 'william harrison dempsey', 'jack dempsy', 'dempsey roll']",jack dempsey,0,trivia
"""Now, children,"" she said. ""Do any of you ever make someone else glad?""
""Yes, teacher,"" said a small boy. ""I made someone glad yesterday.""
""Well done. Who was that?""
""My granny.""
""Good boy. Now tell us how you made your grandmother glad. ""
""Yes, teacher. I went to see her yesterday, and stayed with her for three hours. Then, I said to her: ""Granny, I' m going home,"" and she said: ""Well, I' m glad!""

The boy said he  _  yesterday.","['visited his granny', 'answered a question', 'stayed at home', 'went to a party']",visited his granny,0,race
Why do I eat just enough when eating breakfast?,"['feeling satisfied', 'gas', 'full stomach', 'have energy', 'bloated']",feeling satisfied,0,csqa
A student mixed salt and sugar. Which statement describes the physical properties of salt and sugar after they were mixed?,"['The sugar and the salt were unchanged.', 'The sugar dissolved the salt.', 'The salt and sugar changed color.', 'The salt and sugar formed a new material.']",The sugar and the salt were unchanged.,0,arc
"A pharmaceutical company develops a new antibiotic to treat pneumonia. After limited testing, the researchers conclude that the antibiotic seems to be effective. How can the researchers strengthen their conclusions?","['Ask an independent lab to retest the antibiotic.', 'Test the antibiotic on human volunteers.', 'Publish their results in a medical journal.', 'Test the effectiveness of the antibiotic at killing other bacteria.']",Ask an independent lab to retest the antibiotic.,0,arc
Which The Bridges of Madison County star became a father again aged 65?,"['clint eastwood', 'clinton eastwood jr', 'francesca ruth eastwood', 'don runner']",clint eastwood,0,trivia
What star sign is shared by peter Gabriel and Stevie Wonder?,"['taurus', 'taurus song', 'tarus', 'taurus disambiguation']",taurus,0,trivia
Who was the first woman to make a solo flight across the Atlantic?,"['amelia earhart', 'amelia erhart', 'amelia earhart life summary', 'amelia earnhart']",amelia earhart,0,trivia
Which action best models the motion of an arm at the elbow joint?,"['closing a car door', 'opening a drawer', 'slicing an apple', 'pushing a wheelbarrow']",closing a car door,0,arc
"One day, Jack came to Mike's house and said , ""Mike, you have so many good books. Can you lend me a book to read?"" Mike didn't want to lend a book to his friend, and he said, ""Why do you want to take my book home? You can read it here in my house.""
Jack found that his friend was very selfish, but he said nothing. The next day, Mike came to Jack's house and said, "" Jack , you have a good garden-knife, I want to work in my garden tomorrow. Can I use it for two days?""
Jack answered, ""Why do you want to take my garden knife home? You can work with it in my garden.""

What did Jack want to do in Mike's Home?  He wanted to   _","['borrow a book from Mike', ""come to Mike's house"", 'lend him a book', 'buy him a book']",borrow a book from Mike,0,race
Which country does the airline LACSA come from?,"['costa rica', 'coast rice', 'costa rican', 'countries costa rica']",costa rica,0,trivia
"When two unequal forces act in opposite directions on a moving object, the object will","['move in the same direction as the larger force.', 'absorb the forces.', 'come to an immediate stop.', 'continue to move in the same direction.']",move in the same direction as the larger force.,0,arc
"The average distance between Earth and the Sun is 149,600,000 kilometers. Which of the following is the correct scientific notation for this distance?","['1.496 x 10^8 km', '1.496 x 10^3 km', '1496 x 10^5', '149.6 x 10^6 km']",1.496 x 10^8 km,0,arc
