question,options,answer,answer_idx,source
"Choose the best answer (,)
I put my carry-on in the luggage compartment , and sat down in my seat.Just before take-off,a line of soldiers came down the aisle  and filled all the empty seats.
After flying for about an hour,an announcement was made that sack lunch  were available for $5.As I reached for my wallet to buy one,I overheard the soldier ask his buddy if he planned to buy lunch.""No ,that seems like a lot of money for just a sack lunch.I'll wait till we get to Chicago.""His friend agreed.
I looked around at the other soldiers.None were buying lunch.I walked to the back of the plane,and handed the flight attendant a $50 bill.""
Take a lunch to all those soldiers.""
After we finished eating. I went again to the back of the plane,heading for the restroom.A man stopped me.""I saw what you did.I want to be part of it.Here,take this.""He handed me $25.
Soon after I returned to my seat,I saw the Flight Captain coming down the aisle.
When he got to my row,he stopped and said,""I want to shake your hand.I was a soldier and I was a military  pilot.Once,someone bought me a lunch.
It was an act of kindness I never forgot.""I was embarrassed when applause  was heard from all of the passengers.
Later I walked to the front of the plane so I could stretch my legs.A man who was seated about six rows in front of me reached out his hand,wanting to shake mine.He left another $25 in my hand.
We landed in Chicago,I picked up my belongings.Waiting just inside the airplane door was a man who stopped me and put something in my shirt pocket.Another $25.
Upon entering the terminal ,I saw the soldiers gathering for their trip to their base.I walked over to them and handed them $75.""It will take you some time to reach the base.It will be about time for a sandwich.God Bless You.""I  said.
These soldiers were giving their all  for our country.I could only give them a couple of meals.It seemed so little.

The writer met the soldiers when he  _  to Chicago.","['took a plane', 'took a coach', 'took a bus', 'took a train']",took a plane,0,race
"Some animals are very rare. For example, there are very few Siberian tigers. If the only Siberian tigers left are female, what will most likely happen?","['The females will not be able to produce more Siberian tigers, and they will die out.', 'The females will find another type of male animal to mate with and produce more Siberian tigers.', 'The females will mate with each other and produce more Siberian tigers.', 'The females will only be able to produce female Siberian tigers.']","The females will not be able to produce more Siberian tigers, and they will die out.",0,arc
If you're getting drunk while in public you are likely where?,"['bar', 'jail', 'gutter', 'city hall', 'park']",bar,0,csqa
"The Green Magic Tree House, in India, is the perfect hotel for anybody who likes adventure . Guests must drive for miles through the jungle to find it in the middle of tea and coffeeplantation .
There are two tree houses to choose from, one 30 meters and the other 35 meters above the ground. Both houses have two floors. The bedrooms are above the living area and there are bathrooms and showers. You can get up to rooms and move between floors byusing ladders . You can go from one tree house to the other on a rope bridge. The houses sometimes move about in the wind but the views are fantastic.
Guests can enjoy moving through the jungle, climbing in the mountains, and watching wildlife. There are many unusual plants, birds, and insects in the area.
The Ice Hotel is in Jukkasjarvi, a village in Sweden 200 kilometers north of the Arctic Circle. Every winter, a team of architects , designers and snow builders build the hotel. This year there are 80 rooms.
Everything is made of ice. The walls, the floors, the ceilings , and even the furniture are made of ice. The beds are made of ice, too, but guests sleep on warm deer skins. Outside it can be -37degC, so inside it feels quite comfortable. The hotel has a bar, where guests can drink vodka  from glasses made of ice. It's very popular -- because there isn't much else to do.
To spend a night at Jules Underwater Lodge in Florida, guests need to scuba dive   seven meters under the sea. They enter a small house through a door at the bottom of the building. Inside, the kitchen is stored with food and there is a fridge and a microwave oven . There is a hot shower and comfortable beds and lots of books, DVDs and video games. Most guests, however, spend their time at one of the large windows watching different fishes swimming by.

Both of the Tree House have   _   floors inside.","['two', 'one', 'three', 'four']",two,0,race
What does the Transalaska Pipeline System transport?,"['oil', 'atc code a06ag06', 'fixed oils', 'petro']",oil,0,trivia
What is used just before leaving a barber shop?,"['comb', 'water', 'military base', 'seville', 'small town']",comb,0,csqa
Where are you likely to find an art gallery?,"['large city', 'london', 'downtown area', 'middle of town', 'frankfurt']",large city,0,csqa
"Limestone is a sedimentary rock and marble is a metamorphic rock. Even though limestone and marble have the same chemical makeup, they are classified as different rocks because they","['formed by different methods', 'were formed from different fossils', 'took different amounts of time to form', 'formed at different times']",formed by different methods,0,arc
What would you normally expect a cat to say?,"['meow', 'see king', 'hello', 'drink water', 'live many years']",meow,0,csqa
What is the worst outcome of an injury?,"['cause death', 'cause bleeding', 'falling down', 'become infected', 'claim insurance']",cause death,0,csqa
"A ball is dropped from different heights. When the ball is dropped from the highest height, it makes the greatest noise or vibration when it lands on the ground. What is the best explanation for the ball making the greatest noise?","['Gravity pulls for a longer time and the ball goes faster.', 'The air pushes down more and the ball goes faster.', 'The ball is gaining weight and going faster.', 'The ball is warming up and going faster.']",Gravity pulls for a longer time and the ball goes faster.,0,arc
Which country does boxer Vitali Klitschko come from?,"['ukraine', 'ukrane', 'ukarine', 'ukraïne']",ukraine,0,trivia
What was the name of the first satellite to relay live TV pictures between the USA and Europe?,"['telstar', 'telstar 11n', 'telstar i', 'telstar 1']",telstar,0,trivia
Which of these best defines communicable diseases?,"['They are spread to others.', 'They can be cured.', 'They are caused by bacteria.', 'They can spread only in winter.']",They are spread to others.,0,arc
"Dear Uncle Horton,
We just want to let you know what a great weekend we had with you while we were in Boise. You are a fantastic guide and it was so nice of you to have taken us out for a tour of the city.  The sights were beautiful and our two girls loved the Discovery Centre very much. They are still talking about it.
We are not sure when we'll meet again, but we hope it won't be too long. Please let us know of any plans you might have to visit New York. We would love you to visit us and we hope to have the pleasure of taking you around New York City.
Thanks again for a truly great weekend.
Much love,
Dick and Kate
Dear.Mum,
Happy Mother's Day! Since I have my own kid, I have got to know how hard mothering is. Thank you for being so patient with me through my ups and downs. I hope I can be as good a mother to Lily as you are to me. Thanks for being such a good mum. Whether you come to visit me or we talk on the phone, l always feel we're so close. You're always my best friend.  I hope you know how much I love you!
Helen
,.

Which of the following is TRUE7","['Helen loves her mother very much.', 'Dick and Kate live in Boise.', 'Uncle Horton will visit New York soon.', ""Helen's mother lives with Helen.""]",Helen loves her mother very much.,0,race
